ENTREZID	SYMBOL
2686	GGT7
124975	GGT6
113451	AZIN2
79814	AGMAT
84335	AKT1S1
2931	GSK3A
1026	CDKN1A
4193	MDM2
1027	CDKN1B
2932	GSK3B
7249	TSC2
3164	NR4A1
2308	FOXO1
6199	RPS6KB2
4303	FOXO4
121642	ALKBH2
51008	ASCC1
10973	ASCC3
84164	ASCC2
221120	ALKBH3
417	ART1
1669	DEFA4
5646	PRSS3
1670	DEFA5
1671	DEFA6
3295	HSD17B4
60481	ELOVL5
6342	SCP2
2180	ACSL1
30	ACAA1
9415	FADS2
10005	ACOT8
51	ACOX1
54898	ELOVL2
83401	ELOVL3
224	ALDH3A2
5264	PHYH
11001	SLC27A2
10478	SLC25A17
55825	PECR
26061	HACL1
1675	CFD
3004	GZMM
139285	AMER1
324	APC
8312	AXIN1
3362	HTR6
134860	TAAR9
83551	TAAR8
134864	TAAR1
11255	HRH3
3269	HRH1
1813	DRD2
3357	HTR2B
4935	GPR143
3356	HTR2A
3358	HTR2C
3352	HTR1D
3354	HTR1E
3360	HTR4
3363	HTR7
1815	DRD4
3351	HTR1B
1814	DRD3
1812	DRD1
3274	HRH2
59340	HRH4
1129	CHRM2
1133	CHRM5
3350	HTR1A
1132	CHRM4
3361	HTR5A
9287	TAAR2
3355	HTR1F
9038	TAAR5
1128	CHRM1
54498	SMOX
4129	MAOB
4128	MAOA
196743	PAOX
7166	TPH1
121278	TPH2
53905	DUOX1
1734	DIO2
1081	CGA
1644	DDC
1621	DBH
1733	DIO1
438	ASMT
5409	PNMT
1735	DIO3
15	AANAT
7054	TH
7173	TPO
6528	SLC5A5
7252	TSHB
50506	DUOX2
389434	IYD
54988	ACSM5
219970	GLYATL2
92292	GLYATL1
10249	GLYAT
116285	ACSM1
10003	NAALAD2
374569	ASPG
27165	GLS2
883	KYAT1
2752	GLUL
2806	GOT2
2746	GLUD1
26227	PHGDH
4942	OAT
5831	PYCR1
2744	GLS
440	ASNS
5723	PSPH
443	ASPA
2875	GPT
57515	SERINC1
2805	GOT1
2747	GLUD2
10955	SERINC3
256987	SERINC5
5832	ALDH18A1
65263	PYCR3
347735	SERINC2
29968	PSAT1
84706	GPT2
57494	RIMKLB
339983	NAT8L
284716	RIMKLA
206358	SLC36A1
55089	SLC38A4
55117	SLC6A15
6520	SLC3A2
8140	SLC7A5
23428	SLC7A8
9057	SLC7A6
8501	SLC43A1
9056	SLC7A7
6519	SLC3A1
6533	SLC6A6
10991	SLC38A3
6539	SLC6A12
6541	SLC7A1
23657	SLC7A11
6542	SLC7A2
6510	SLC1A5
6509	SLC1A4
54407	SLC38A2
81539	SLC38A1
54716	SLC6A20
11254	SLC6A14
117247	SLC16A10
11136	SLC7A9
56301	SLC7A10
123096	SLC25A29
124935	SLC43A2
84889	SLC7A3
120103	SLC36A4
340024	SLC6A19
92745	SLC38A5
348932	SLC6A18
79602	ADIPOR2
6794	STK11
9370	ADIPOQ
51094	ADIPOR1
51085	MLXIPL
57082	KNL1
5905	RANGAP1
151648	SGO1
91687	CENPL
2491	CENPI
9793	CKAP5
23122	CLASP2
332	BIRC5
6249	CLIP1
22919	MAPRE1
5501	PPP1CC
5048	PAFAH1B1
10726	NUDC
11243	PMF1
11130	ZWINT
10403	NDC80
1060	CENPC
9183	ZW10
8379	MAD1L1
23421	ITGB3BP
9735	KNTC1
1063	CENPF
81565	NDEL1
7514	XPO1
9212	AURKB
25936	NSL1
699	BUB1
57405	SPC25
1058	CENPA
23332	CLASP1
57551	TAOK1
220134	SKA1
80152	CENPT
55055	ZWILCH
54820	NDE1
79019	CENPM
79682	CENPU
55166	CENPQ
79172	CENPO
79980	DSN1
55839	CENPN
54821	ERCC6L
80776	B9D2
3619	INCENP
55143	CDCA8
79003	MIS12
54908	SPDL1
64105	CENPK
83540	NUF2
55920	RCC2
348235	SKA2
151246	SGO2
64946	CENPH
147841	SPC24
26088	GGA1
4069	LYZ
2934	GSN
8239	USP9X
1471	CST3
7045	TGFBI
4057	LTF
6653	SORL1
6622	SNCA
5617	PRL
793	CALB1
2243	FGA
325	APCS
6406	SEMG1
3630	INS
51471	NAT8B
3375	IAPP
23062	GGA2
23163	GGA3
7276	TTR
4878	NPPA
4240	MFGE8
796	CALCA
9445	ITM2B
23621	BACE1
9627	SNCAIP
54959	ODAM
7092	TLL1
3909	LAMA3
649	BMP1
3918	LAMC2
1294	COL7A1
7093	TLL2
3914	LAMB3
1288	COL4A6
1284	COL4A2
1282	COL4A1
1287	COL4A5
1286	COL4A4
1285	COL4A3
121441	NEDD1
91147	TMEM67
10806	SDCCAG8
84902	CEP89
146057	TTBK2
80321	CEP70
4735	SEPT2
85302	FBF1
54903	MKS1
80184	CEP290
79600	TCTN1
84131	CEP78
26005	C2CD3
22897	CEP164
57545	CC2D2A
95681	CEP41
117177	RAB3IP
11116	FGFR1OP
132320	SCLT1
9738	CCP110
8766	RAB11A
7283	TUBG1
5108	PCM1
9702	CEP57
8481	OFD1
5116	PCNT
5577	PRKAR2B
10733	PLK4
11064	CNTRL
27077	B9D1
9657	IQCB1
9662	CEP135
22832	CEP162
4867	NPHP1
79867	TCTN2
22981	NINL
1453	CSNK1D
4218	RAB8A
203068	TUBB
1069	CETN2
11190	CEP250
79441	HAUS3
3320	HSP90AA1
8636	SSNA1
4957	ODF2
26123	TCTN3
23354	HAUS5
55559	HAUS7
9814	SFI1
261734	NPHP4
23322	RPGRIP1L
7840	ALMS1
22994	CEP131
22995	CEP152
54801	HAUS6
55125	CEP192
80254	CEP63
79959	CEP76
55722	CEP72
51134	CEP83
79598	CEP97
55142	HAUS2
54806	AHI1
55835	CENPJ
55755	CDK5RAP2
57787	MARK4
51259	TMEM216
115106	HAUS1
93323	HAUS8
51144	HSD17B12
1586	CYP17A1
3283	HSD3B1
6715	SRD5A1
5443	POMC
3284	HSD3B2
6716	SRD5A2
3293	HSD17B3
79644	SRD5A3
10272	FSTL3
3624	INHBA
10468	FST
3625	INHBB
116842	LEAP2
245938	DEFB125
114771	PGLYRP3
245932	DEFB119
117159	DCD
6556	SLC11A1
128859	BPIFB6
1191	CLU
245937	DEFB124
6279	S100A8
475	ATOX1
6280	S100A9
5266	PI3
1113	CHGA
538	ATP7A
10578	GNLY
5068	REG3A
3346	HTN1
3347	HTN3
6037	RNASE3
729230	CCR2
1235	CCR6
5657	PRTN3
8993	PGLYRP1
820	CAMP
1672	DEFB1
3934	LCN2
6039	RNASE6
51297	BPIFA1
57115	PGLYRP4
81623	DEFB126
51248	PDZD11
55600	ITLN1
92747	BPIFB1
245936	DEFB123
130120	REG3G
338324	S100A7A
80341	BPIFB2
140881	DEFB129
117285	DEFB118
140850	DEFB127
84659	RNASE7
149954	BPIFB4
245934	DEFB121
140683	BPIFA2
114770	PGLYRP2
400830	DEFB132
3716	JAK1
8672	EIF4G3
1982	EIF4G2
25820	ARIH1
6772	STAT1
9775	EIF4A3
4599	MX1
5300	PIN1
3434	IFIT1
4600	MX2
7706	TRIM25
2317	FLNB
5495	PPM1B
9470	EIF4E2
23586	DDX58
317649	EIF4E3
6790	AURKA
8556	CDC14A
3980	LIG3
7515	XRCC1
4968	OGG1
11284	PNKP
252969	NEIL2
60489	APOBEC3G
8797	TNFRSF10A
1829	DSG2
4000	LMNA
7431	VIM
8795	TNFRSF10B
5747	PTK2
6093	ROCK1
8428	STK24
9414	TJP2
8717	TRADD
2339	FNTA
1832	DSP
5339	PLEC
22985	ACIN1
7082	TJP1
5580	PRKCD
8743	TNFSF10
10059	DNM1L
1612	DAPK1
4001	LMNB1
6304	SATB1
4137	MAPT
7186	TRAF2
355	FAS
1830	DSG3
5317	PKP1
2620	GAS2
23604	DAPK2
660	BMX
331	XIAP
1828	DSG1
598	BCL2L1
1630	DCC
118	ADD1
8837	CFLAR
6709	SPTAN1
9500	MAGED1
839	CASP6
100506658	OCLN
356	FASLG
4976	OPA1
219699	UNC5B
26060	APPL1
51765	STK26
56616	DIABLO
79658	ARHGAP10
115209	OMA1
1613	DAPK3
90249	UNC5A
89872	AQP10
4645	MYO5B
5573	PRKAR1A
2778	GNAS
360	AQP3
22841	RAB11FIP2
5576	PRKAR2A
366	AQP9
359	AQP2
343	AQP8
358	AQP1
551	AVP
554	AVPR2
363	AQP6
361	AQP4
5575	PRKAR1B
362	AQP5
4284	MIP
282679	AQP11
747	DAGLA
57406	ABHD6
26090	ABHD12
221955	DAGLB
113612	CYP2U1
5743	PTGS2
247	ALOX15B
1580	CYP4B1
158833	AWAT1
10728	PTGES3
2876	GPX1
2879	GPX4
5445	PON2
1545	CYP1B1
2877	GPX2
3248	HPGD
241	ALOX5AP
2166	FAAH
240	ALOX5
1573	CYP2J2
5742	PTGS1
1543	CYP1A1
57834	CYP4F11
5444	PON1
4056	LTC4S
27306	HPGDS
239	ALOX12
246	ALOX15
242	ALOX12B
9536	PTGES
59344	ALOXE3
6916	TBXAS1
5740	PTGIS
1558	CYP2C8
4048	LTA4H
8644	AKR1C3
873	CBR1
2053	EPHX2
11283	CYP4F8
5730	PTGDS
5446	PON3
1559	CYP2C9
1557	CYP2C19
80142	PTGES2
22949	PTGR1
145482	PTGR2
158584	FAAH2
127281	FAM213B
1582	CYP8B1
126410	CYP4F22
5147	PDE6D
56623	INPP5E
200894	ARL13B
57498	KIDINS220
1398	CRK
3326	HSP90AB1
9049	AIP
196	AHR
9915	ARNT2
405	ARNT
57491	AHRR
84920	ALG10
10905	MAN1A2
89866	SEC16B
124872	B4GALNT2
199857	ALG14
79694	MANEA
83548	COG3
7903	ST8SIA4
2530	FUT8
84620	ST6GAL2
6487	ST3GAL3
9527	GOSR1
55757	UGGT2
10945	KDELR1
1604	CD55
374	AREG
9526	MPDU1
91869	RFT1
11196	SEC23IP
90411	MCFD2
1314	COPA
375056	MIA3
29880	ALG5
23243	ANKRD28
6399	TRAPPC2
81849	ST6GALNAC5
4905	NSF
7844	RNF103
11320	MGAT4A
10206	TRIM13
6489	ST8SIA1
63908	NAPB
377	ARF3
1603	DAD1
10959	TMED2
9761	MLEC
6711	SPTBN1
11014	KDELR2
10960	LMAN2
10972	TMED10
966	CD59
6184	RPN1
2804	GOLGB1
378	ARF4
9276	COPB2
4245	MGAT1
372	ARCN1
5887	RAD23B
11316	COPE
1315	COPB1
8729	GBF1
381	ARF5
7264	TSTA3
10175	CNIH1
10299	MARCH6
8615	USO1
51035	UBXN1
2683	B4GALT1
6480	ST6GAL1
4122	MAN2A2
267	AMFR
26286	ARFGAP3
3703	STT3A
4351	MPI
8813	DPM1
10282	BET1
2673	GFPT1
5265	SERPINA1
2517	FUCA1
287	ANK2
22796	COG2
4247	MGAT2
5373	PMM2
8869	ST3GAL5
9695	EDEM1
3998	LMAN1
10559	SLC35A1
6811	STX5
5372	PMM1
27095	TRAPPC3
5537	PPP6C
79053	ALG8
10466	COG5
6484	ST3GAL4
11015	KDELR3
4253	MIA2
9486	CHST10
2801	GOLGA2
2348	FOLR1
22845	DOLK
10610	ST6GALNAC2
2153	F5
2762	GMDS
79090	TRAPPC6A
7039	TGFA
10020	GNE
9945	GFPT2
4124	MAN2A1
8790	FPGT
6483	ST3GAL2
286	ANK1
79868	ALG13
2157	F8
433	ASGR2
9331	B4GALT6
29906	ST8SIA5
288	ANK3
8775	NAPA
5973	RENBP
7369	UMOD
4249	MGAT5
432	ASGR1
6708	SPTA1
10825	NEU3
10195	ALG3
25834	MGAT4C
55768	NGLY1
5861	RAB1A
4248	MGAT3
51046	ST8SIA3
4121	MAN1A1
6482	ST3GAL1
6710	SPTB
6185	RPN2
54732	TMED9
23423	TMED3
4758	NEU1
7991	TUSC3
22870	PPP6R1
6675	UAP1
8818	DPM2
8704	B4GALT2
1798	DPAGT1
11236	RNF139
9570	GOSR2
5238	PGM3
1522	CTSZ
8774	NAPG
8703	B4GALT3
8702	B4GALT4
84061	MAGT1
7841	MOGS
10402	ST3GAL6
23193	GANAB
84364	ARFGAP2
25839	COG4
91949	COG7
2525	FUT3
57134	MAN1C1
149111	CNIH3
23256	SCFD1
9919	SEC16A
64689	GORASP1
11070	TMEM115
22818	COPZ1
22820	COPG1
10652	YKT6
10342	TFG
10113	PREB
55738	ARFGAP1
55291	PPP6R3
29926	GMPPA
55907	CMAS
54187	NANS
55577	NAGK
56886	UGGT1
55741	EDEM2
51693	TRAPPC2L
79087	ALG12
55343	SLC35C1
79947	DHDDS
11253	MAN1B1
55014	STX17
26984	SEC22A
54344	DPM3
79796	ALG9
51226	COPZ2
29929	ALG6
51332	SPTBN5
57731	SPTBN4
11282	MGAT4B
80267	EDEM3
64772	ENGASE
79748	LMAN1L
51272	BET1L
27090	ST6GALNAC4
81876	RAB1B
26503	SLC17A5
64377	CHST8
80896	NPL
81562	LMAN2L
8128	ST8SIA2
4759	NEU2
9334	B4GALT5
83696	TRAPPC9
57171	DOLPP1
129807	NEU4
56052	ALG1
26958	COPG2
9117	SEC22C
116150	NUS1
58485	TRAPPC1
122553	TRAPPC6B
85365	ALG2
57511	COG6
64841	GNPNAT1
126003	TRAPPC5
197258	FUK
128637	TBC1D20
55808	ST6GALNAC1
9382	COG1
140838	NANP
254263	CNIH2
282969	FUOM
256281	NUDT14
256435	ST6GALNAC3
5046	PCSK6
51360	MBTPS2
64788	LMF1
8720	MBTPS1
4023	LPL
5125	PCSK5
3990	LIPC
91289	LMF2
63924	CIDEC
27329	ANGPTL3
55908	ANGPTL8
51129	ANGPTL4
26291	FGF21
116519	APOA5
84699	CREB3L3
338328	GPIHBP1
667	DST
256076	COL6A5
1297	COL9A1
85301	COL27A1
84171	LOXL4
1293	COL6A3
3655	ITGA6
5118	PCOLCE
4017	LOXL2
1289	COL5A1
1306	COL15A1
4016	LOXL1
4015	LOX
977	CD151
1301	COL11A1
1299	COL9A3
3691	ITGB4
1300	COL10A1
9313	MMP20
1292	COL6A2
7837	PXDN
1291	COL6A1
7373	COL14A1
1298	COL9A2
1302	COL11A2
50509	COL5A3
1290	COL5A2
1296	COL8A2
1303	COL12A1
84695	LOXL3
131873	COL6A6
255631	COL24A1
89853	MVB12B
55048	VPS37C
7251	TSG101
9397	NMT2
51160	VPS28
51271	UBAP1
79720	VPS37B
137492	VPS37A
93343	MVB12A
155382	VPS37D
1871	E2F3
1870	E2F2
51053	GMNN
3801	KIFC3
10574	CCT7
10694	CCT8
10575	CCT4
7203	CCT3
908	CCT6A
10576	CCT2
6499	SKIV2L
9134	CCNE2
10693	CCT6B
26330	GAPDHS
22948	CCT5
8237	USP11
6774	STAT3
10238	DCAF7
10564	ARFGEF2
8877	SPHK1
55135	WRAP53
63971	KIF13A
26985	AP3M1
22803	XRN2
6506	SLC1A2
6507	SLC1A3
8324	FZD7
8321	FZD1
50855	PARD6A
7474	WNT5A
7855	FZD5
2535	FZD2
23513	SCRIB
8322	FZD4
1856	DVL2
7976	FZD3
57216	VANGL2
144165	PRICKLE1
118460	EXOSC6
467	ATF3
51013	EXOSC1
9709	HERPUD1
468	ATF4
3576	CXCL8
5073	PARN
22926	ATF6
8570	KHSRP
5393	EXOSC9
3484	IGFBP1
1649	DDIT3
23404	EXOSC2
23016	EXOSC7
167227	DCP2
11340	EXOSC8
6347	CCL2
22894	DIS3
56915	EXOSC5
54512	EXOSC4
51010	EXOSC3
7494	XBP1
7184	HSP90B1
3764	KCNJ8
10026	PIGK
51604	PIGT
8733	GPAA1
5329	PLAUR
80055	PGAP1
94005	PIGS
128869	PIGU
2288	FKBP4
3337	DNAJB1
3281	HSBP1
3297	HSF1
3305	HSPA1L
3306	HSPA2
3184	HNRNPD
3315	HSPB1
3161	HMMR
22974	TPX2
64326	RFWD2
472	ATM
2049	EPHB3
55558	PLXNA3
89884	LHX4
284656	EPHA10
1943	EFNA2
388	RHOB
64283	ARHGEF28
4651	MYO10
2046	EPHA8
9855	FARP2
10097	ACTR2
57522	SRGAP1
9939	RBM8A
2045	EPHA7
55816	DOK5
6323	SCN1A
3680	ITGA9
8633	UNC5C
8828	NRP2
1072	CFL1
10092	ARPC5
387	RHOA
10627	MYL12A
23380	SRGAP2
2549	GAB1
3786	KCNQ3
6453	ITSN1
5361	PLXNA1
57556	SEMA6A
23365	ARHGEF12
56956	LHX9
8829	NRP1
285220	EPHA6
6334	SCN8A
91584	PLXNA4
8874	ARHGEF7
9901	SRGAP3
23129	PLXND1
1956	EGFR
84448	ABLIM2
4629	MYH11
9260	PDLIM7
214	ALCAM
11224	RPL35
6135	RPL11
6152	RPL24
6141	RPL18
6155	RPL27
6164	RPL34
6143	RPL19
6133	RPL9
6128	RPL6
4736	RPL10A
10921	RNPS1
6156	RPL30
9045	RPL14
6167	RPL37
4478	MSN
10487	CAP1
5216	PFN1
6161	RPL32
6129	RPL7
1808	DPYSL2
6176	RPLP1
3915	LAMC1
6159	RPL29
6181	RPLP2
6132	RPL8
10552	ARPC1A
6386	SDCBP
6160	RPL31
3983	ABLIM1
10096	ACTR3
6175	RPLP0
10398	MYL9
5306	PITPNA
5621	PRNP
3678	ITGA5
1460	CSNK2B
6168	RPL37A
1809	DPYSL3
6171	RPL41
3912	LAMB1
2107	ETF1
2935	GSPT1
10095	ARPC1B
1942	EFNA1
6169	RPL38
2909	ARHGAP35
25	ABL1
3985	LIMK2
5605	MAP2K2
1400	CRMP1
10048	RANBP9
1948	EFNB2
5921	RASA1
1947	EFNB1
9475	ROCK2
2050	EPHB4
9826	ARHGEF11
391	RHOG
1793	DOCK1
7094	TLN1
4753	NELL2
8861	LDB1
1969	EPHA2
4233	MET
26019	UPF2
10507	SEMA4D
1459	CSNK2A2
6387	CXCL12
6586	SLIT3
9846	GAB2
4897	NRCAM
1020	CDK5
4756	NEO1
3984	LIMK1
2596	GAP43
3897	L1CAM
10752	CHL1
3690	ITGB3
8986	RPS6KA4
2051	EPHB6
55800	SCN3B
1641	DCX
5962	RDX
5217	PFN2
8851	CDK5R1
1949	EFNB3
3673	ITGA2
1945	EFNA4
1212	CLTB
9037	SEMA5A
1605	DAG1
2242	FES
10570	DPYSL4
6324	SCN1B
7410	VAV2
23708	GSPT2
8997	KALRN
2674	GFRA1
2675	GFRA2
22885	ABLIM3
3785	KCNQ2
8976	WASL
8912	CACNA1H
5979	RET
5649	RELN
8218	CLTCL1
5365	PLXNB3
2041	EPHA1
2042	EPHA3
1457	CSNK2A1
3670	ISL1
2043	EPHA4
9355	LHX2
116986	AGAP2
53358	SHC3
4440	MSI1
6326	SCN2A
7074	TIAM1
27	ABL2
7222	TRPC3
10154	PLXNC1
3674	ITGA2B
7225	TRPC6
8515	ITGA10
6123	RPL3L
10371	SEMA3A
9723	SEMA3E
6335	SCN9A
65110	UPF3A
6900	CNTN2
6329	SCN4A
782	CACNB1
27255	CNTN6
5362	PLXNA2
1946	EFNA5
6331	SCN5A
5880	RAC2
6166	RPL36AL
9048	ARTN
785	CACNB4
55715	DOK4
9495	AKAP5
2260	FGFR1
6332	SCN7A
8913	CACNA1G
10109	ARPC2
9423	NTN1
7204	TRIO
6585	SLIT1
8911	CACNA1I
4650	MYO9B
6336	SCN10A
57113	TRPC7
7430	EZR
100133941	CD24
6170	RPL39
10094	ARPC3
6146	RPL22
8660	IRS2
7852	CXCR4
2887	GRB10
2048	EPHB2
7436	VLDLR
4684	NCAM1
27289	RND1
5603	MAPK13
8482	SEMA7A
116832	RPL39L
1944	EFNA3
6327	SCN2B
6328	SCN3A
4902	NRTN
2047	EPHB1
2886	GRB7
11280	SCN11A
2064	ERBB2
1796	DOK1
1826	DSCAM
4627	MYH9
6157	RPL27A
4637	MYL6
23053	ZSWIM8
4628	MYH10
23032	USP33
23396	PIP5K1C
10486	CAP2
23114	NFASC
6165	RPL35A
5786	PTPRA
9046	DOK2
2676	GFRA3
2044	EPHA5
5364	PLXNB1
971	CD72
6122	RPL3
6138	RPL15
779	CACNA1S
79784	MYH14
140801	RPL10L
10093	ARPC4
28964	GIT1
65109	UPF3B
10451	VAV3
51121	RPL26L1
55110	MAGOHB
23767	FLRT3
64218	SEMA4A
8506	CNTNAP1
64221	ROBO3
25873	RPL36
7224	TRPC5
80031	SEMA6D
1600	DAB1
7223	TRPC4
64096	GFRA4
10818	FRS2
2668	GDNF
5623	PSPN
103910	MYL12B
8022	LHX3
57698	SHTN1
284217	LAMA1
56896	DPYSL5
59277	NTN4
56963	RGMA
200916	RPL22L1
6092	ROBO2
285704	RGMB
25791	NGEF
80728	ARHGAP39
85358	SHANK3
148738	HFE2
137970	UNC5D
220164	DOK6
57453	DSCAML1
389	RHOC
6330	SCN4B
4168	MCF2
57142	RTN4
396	ARHGDIA
4804	NGFR
4099	MAG
84894	LINGO1
65078	RTN4R
84172	POLR1B
64425	POLR1E
7913	DEK
23451	SF3B1
2648	KAT2A
8467	SMARCA5
6908	TBP
8850	KAT2B
9013	TAF1C
10849	CD3EAP
9015	TAF1A
2074	ERCC6
9533	POLR1C
9188	DDX21
9031	BAZ1B
4641	MYO1C
9014	TAF1B
221830	TWISTNB
51082	POLR1D
79101	TAF1D
10514	MYBBP1A
25885	POLR1A
30834	ZNRD1
5425	POLD2
7374	UNG
3978	LIG1
57804	POLD4
5424	POLD1
4350	MPG
6996	TDG
10038	PARP2
2237	FEN1
8505	PARG
670	BPHL
4595	MUTYH
5981	RFC1
142	PARP1
8930	MBD4
4913	NTHL1
10714	POLD3
23583	SMUG1
54936	ADPRHL2
6566	SLC16A1
481	ATP1B1
3675	ITGA3
857	CAV1
482	ATP1B2
23759	PPIL2
682	BSG
483	ATP1B3
23539	SLC16A8
6753	SSTR3
27241	BBS9
585	BBS4
92482	BBIP1
8195	MKKS
54585	LZTFL1
582	BBS1
79738	BBS10
55212	BBS7
2847	MCHR1
583	BBS2
84100	ARL6
123016	TTC8
166379	BBS12
129880	BBS5
3033	HADH
1892	ECHS1
35	ACADS
6296	ACSM3
34	ACADM
51102	MECR
33	ACADL
37	ACADVL
27327	TNRC6A
23002	DAAM1
54361	WNT4
23112	TNRC6B
57690	TNRC6C
192670	AGO4
1857	DVL3
6259	RYK
1855	DVL1
8323	FZD6
2775	GNAO1
6932	TCF7
4920	ROR2
4919	ROR1
5881	RAC3
5582	PRKCG
7481	WNT11
5593	PRKG2
7471	WNT1
2780	GNAT2
51176	LEF1
6934	TCF7L2
26523	AGO1
51701	NLK
192669	AGO3
83439	TCF7L1
81029	WNT5B
4343	MOV10
27161	AGO2
23401	FRAT2
10023	FRAT1
8310	ACOX3
54677	CROT
8309	ACOX2
1384	CRAT
55289	ACOXL
10455	ECI2
23417	MLYCD
26063	DECR2
122970	ACOT4
641372	ACOT6
2264	FGFR4
9965	FGF19
152831	KLB
6521	SLC4A1
8671	SLC4A4
9498	SLC4A8
57835	SLC4A5
6522	SLC4A2
6508	SLC4A3
57282	SLC4A10
9497	SLC4A7
23382	AHCYL2
83697	SLC4A9
51302	CYP39A1
9971	NR1H4
1645	AKR1C1
5007	OSBP
213	ALB
2172	FABP6
1593	CYP27A1
28234	SLCO1B3
570	BAAT
9023	CH25H
6555	SLC10A2
6718	AKR1D1
6554	SLC10A1
6579	SLCO1A2
9420	CYP7B1
1581	CYP7A1
114881	OSBPL7
9885	OSBPL2
26031	OSBPL3
1646	AKR1C2
10599	SLCO1B1
1109	AKR1C4
80765	STARD5
114883	OSBPL9
10998	SLC27A5
10858	CYP46A1
80270	HSD3B7
114880	OSBPL6
1234	CCR5
949	SCARB1
286133	SCARA5
8578	SCARF1
23166	STAB1
4035	LRP1
3043	HBB
6678	SPARC
2495	FTH1
10525	HYOU1
348	APOE
9332	CD163
338	APOB
259	AMBP
8685	MARCO
5648	MASP1
3240	HP
10808	HSPH1
4481	MSR1
3250	HPR
8542	APOL1
3263	HPX
3512	JCHAIN
2512	FTL
78989	COLEC11
55576	STAB2
117156	SCGB3A2
284297	SSC5D
4609	MYC
864	RUNX3
8313	AXIN2
1571	CYP2E1
1548	CYP2A6
1584	CYP11B1
10861	SLC26A1
27233	SULT1C4
1588	CYP19A1
1727	CYB5R3
10380	BPNT1
2729	GCLC
9446	GSTO1
55748	CNDP2
4144	MAT2A
2950	GSTP1
191	AHCY
2937	GSS
217	ALDH2
80777	CYB5B
10327	AKR1A1
2052	EPHX1
4837	NNMT
2947	GSTM3
2941	GSTA4
9060	PAPSS2
4552	MTRR
7358	UGDH
26	AOC1
2230	FDX1
7172	TPMT
4548	MTR
4835	NQO2
2952	GSTT1
2730	GCLM
8459	TPST2
8460	TPST1
2948	GSTM4
1583	CYP11A1
8639	AOC3
1836	SLC26A2
6819	SULT1C2
874	CBR3
7360	UGP2
218	ALDH3A1
2326	FMO1
1594	CYP27B1
2949	GSTM5
6820	SULT2B1
4143	MAT1A
13	AADAC
126	ADH1C
6822	SULT2A1
1592	CYP26A1
2328	FMO3
1591	CYP24A1
7363	UGT2B4
66002	CYP4F12
1555	CYP2B6
314	AOC2
6799	SULT1A2
7367	UGT2B17
7366	UGT2B15
130	ADH6
27284	SULT1B1
1549	CYP2A7
64816	CYP3A43
120227	CYP2R1
2232	FDXR
1572	CYP2F1
23491	CES3
1562	CYP2C18
1312	COMT
128	ADH5
5447	POR
2098	ESD
9061	PAPSS1
2954	GSTZ1
125	ADH1B
219	ALDH1B1
8824	CES2
23169	SLC35D1
131	ADH7
54490	UGT2B28
2327	FMO2
100861540	CYP3A7-CYP3A51P
216	ALDH1A1
1585	CYP11B2
79017	GGCT
2938	GSTA1
373156	GSTK1
51504	TRMT112
27430	MAT2B
54928	IMPAD1
55347	ABHD10
64757	MARC1
50512	PODXL2
79094	CHAC1
25830	SULT4A1
54996	MARC2
56603	CYP26B1
6783	SULT1E1
79799	UGT2A3
29104	N6AMT1
54905	CYP2W1
26873	OPLAH
2940	GSTA3
51000	SLC35B3
29785	CYP2S1
127	ADH4
84836	ABHD14B
84532	ACSS1
112812	FDX1L
285440	CYP4V2
119391	GSTO2
134147	CMBL
55902	ACSS2
494143	CHAC2
133688	UGT3A1
222236	NAPEPLD
5096	PCCB
64087	MCCC2
5095	PCCA
8884	SLC5A6
686	BTD
5091	PC
3141	HLCS
56922	MCCC1
25819	NOCT
10135	NAMPT
5054	SERPINE1
3091	HIF1A
8553	BHLHE40
2908	NR3C1
8204	NRIP1
4783	NFIL3
9575	CLOCK
8864	PER2
4862	NPAS2
23373	CRTC1
2155	F7
1390	CREM
1407	CRY1
1628	DBP
406	ARNTL
6095	RORA
1408	CRY2
56938	ARNTL2
28999	KLF15
79365	BHLHE41
5936	RBM4
55217	TMLHE
38	ACAT1
223	ALDH9A1
10295	BCKDK
3028	HSD17B10
593	BCKDHA
587	BCAT2
3712	IVD
26275	HIBCH
4329	ALDH6A1
549	AUH
36	ACADSB
8424	BBOX1
1629	DBT
1738	DLD
594	BCKDHB
586	BCAT1
6470	SHMT1
27034	ACAD8
11112	HIBADH
152926	PPM1K
27243	CHMP2A
25978	CHMP2B
91782	CHMP7
10015	PDCD6IP
27183	VPS4A
51510	CHMP5
9525	VPS4B
79643	CHMP6
51534	VTA1
128866	CHMP4B
92421	CHMP4C
54464	XRN1
677	ZFP36L1
55802	DCP1A
2697	GJA1
170482	CLEC4C
338339	CLEC4D
283463	MUC19
118430	MUCL1
64581	CLEC7A
2207	FCER1G
4585	MUC4
4588	MUC6
3553	IL1B
5971	RELB
10462	CLEC10A
4582	MUC1
727897	MUC5B
4586	MUC5AC
4589	MUC7
4584	MUC3A
56667	MUC13
26253	CLEC4E
50856	CLEC4A
94025	MUC16
29108	PYCARD
200958	MUC20
10071	MUC12
143662	MUC15
140453	MUC17
103	ADAR
104	ADARB1
5137	PDE1C
5136	PDE1A
5153	PDE1B
3779	KCNMB1
3783	KCNN4
3782	KCNN3
3780	KCNN1
3778	KCNMA1
27345	KCNMB4
3781	KCNN2
10242	KCNMB2
27094	KCNMB3
133	ADM
10267	RAMP1
